areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Belmont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,2175.0,2400.0,,,,,,,1325.0,1299.5,1250.0,1250.0,,,,1075.0,,,,,,,,1295.0,1350.0,,1450.0,1725.0,1500.0,1500.0,1500.0,1499.5,1499.0,1500.0,1762.5,1650.0,1750.0,1550.0,1600.0,1600.0,1400.0,1475.0,1435.0,1550.0,1625.0,1697.5,1700.0,1700.0,1650.0,1775.0,1660.0,1670.0,1700.0,1675.0,1690.0,1699.5,1725.0,1775.0,1800.0,1800.0,1725.0,1612.5,1625.0,1650.0,1612.5,1725.0,1850.0,1949.5,1879.0,1839.5,2100.0,2100.0,1812.5,1725.0,1998.0,2200.0,2225.0,1850.0,1937.5,1850.0,2050.0,2400.0,2200.0,2200.0,2200.0,1850.0,1800.0,1800.0,1687.5,1695.0,2500.0,2297.5,2295.0,2295.0,2100.0,2075.0,2125.0,2225.0,2200.0,2222.5,2100.0,2200.0,2215.0,2000.0,2025.0,2150.0,2000.0,2199.0,2300.0,1850.0,1600.0,1875.0,1792.0,2000.0,2625.0,2200.0,1940.0,2300.0,2250.0,2250.0,2500.0,2375.0,2450.0,2810.0,2770.0,2770.0,2450.0,2810.0,3150.0,2450.0,2595.0,2219.0,1995.0,2697.5,3100.0,3100.0,3100.0,2900.0,3150.0,3100.0,3525.0,2850.0,3100.0,2395.0,3100.0,2898.0,2696.0,3225.0,3485.0,3750.0,3225.0,3150.0,3493.0,3862.5,3912.5,3666.0,3750.0,
Bensonhurst,Brooklyn,neighborhood,,,,,,,,,,,,,,,1300.0,1300.0,1350.0,1487.5,1375.0,1225.0,,,,,,,,,,,,1525.0,,,,,1500.0,1500.0,1425.0,1237.5,1350.0,1350.0,1400.0,1500.0,1300.0,1550.0,1575.0,1400.0,1350.0,1395.0,1450.0,1575.0,1600.0,1500.0,1500.0,1550.0,1575.0,1525.0,1500.0,1550.0,1600.0,1725.0,1600.0,1700.0,1697.5,1650.0,1595.0,1625.0,1625.0,1600.0,1700.0,1750.0,1675.0,1700.0,1772.5,1747.5,1800.0,1850.0,1800.0,1900.0,2099.5,2024.5,1875.0,1725.0,2000.0,1847.5,1800.0,1800.0,1700.0,1775.0,1700.0,1875.0,1725.0,1737.5,1700.0,1750.0,1700.0,1750.0,1800.0,1800.0,1880.0,1864.5,1700.0,1850.0,1900.0,1850.0,1875.0,1900.0,1850.0,1850.0,1900.0,1812.5,1900.0,1795.0,1700.0,1700.0,1700.0,1750.0,1750.0,1850.0,1962.5,1995.0,1999.0,1787.0,1700.0,1750.0,1673.5,1800.0,1800.0,1700.0,1600.0,1537.0,1550.0,1649.0,1750.0,1650.0,1650.0,1700.0,1695.0,1700.0,1750.0,1750.0,1699.0,1795.0,1825.0,2000.0,1850.0,2150.0,2000.0,2000.0,2100.0,2199.0,1975.0,2000.0,2000.0,2375.0,2375.0,2375.0,2200.0,2250.0,2000.0,2000.0,2200.0,2137.5,2150.0,2100.0,2047.0,2200.0,2000.0,2200.0,2200.0,2100.0,2300.0,2249.0,2195.0,2200.0,2400.0,2300.0,2100.0,2437.5,2300.0,2450.0,2350.0,2250.0,2125.0,2300.0,2325.0,2500.0,2450.0,2172.5,2235.0,2400.0
Bergen Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,1995.0,1950.0,1950.0,,,,,1997.5,,,,,,,,,,,,,,,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,,,2299.0,,2200.0,2150.0,2049.5,,,,,2175.0,2275.0,2300.0,2150.0,2225.0,2062.5,2324.5,2300.0,2225.0,2100.0,2100.0,2100.0,,,,,2200.0,2150.0,2347.5,2447.5,,2500.0,,,,,,2450.0,,,,,,,,,,,,,2025.0,1999.0,2150.0,,2200.0,2250.0,,,,,,2750.0,2699.0,2699.5,2750.0,2825.0,,,2750.0,3000.0,2800.0,2800.0,2775.0,3000.0,3050.0,3000.0,2800.0,,,3300.0,3280.5,3200.0,2740.0,,,,3100.0,3300.0,,,,,,,,,,,,,,
Boerum Hill,Brooklyn,neighborhood,2600.0,2700.0,2600.0,2500.0,2500.0,2462.5,2475.0,2500.0,2850.0,2725.0,2775.0,2675.0,2637.5,3000.0,3125.0,3125.0,3695.0,2900.0,2800.0,2800.0,2500.0,2997.5,3000.0,3800.0,3525.0,3500.0,3000.0,3262.5,2675.0,2850.0,3100.0,3200.0,3275.0,3075.0,3000.0,3200.0,3100.0,3000.0,3000.0,3200.0,3300.0,3275.0,3200.0,3500.0,4150.0,3600.0,3050.0,3000.0,3037.5,3200.0,3200.0,3400.0,3000.0,3025.0,3046.0,3022.5,3000.0,3000.0,2925.0,2899.0,2800.0,2900.0,3150.0,2850.0,2800.0,3000.0,2900.0,2850.0,2975.0,2900.0,2850.0,2775.0,2800.0,2950.0,3050.0,3400.0,3500.0,3300.0,3200.0,2975.0,2875.0,2800.0,2820.5,2900.0,2987.0,3092.0,2995.0,2995.0,3102.0,3000.0,3200.0,3250.0,3300.0,3162.0,2999.5,3175.0,3000.0,3000.0,3000.0,2997.5,3400.0,3256.5,3250.0,3200.0,3200.0,3275.0,3490.0,3100.0,3000.0,2950.0,2950.0,3300.0,3388.0,3388.0,3397.5,3500.0,3300.0,3425.0,3400.0,3300.0,3424.5,3450.0,3325.0,3500.0,3500.0,3299.5,3191.5,3175.0,3000.0,2850.0,2800.0,2700.0,2600.0,2695.0,2700.0,2798.5,2800.0,2900.0,2997.0,2860.0,2870.0,3000.0,3000.0,3600.0,3750.0,3275.0,3500.0,3700.0,4000.0,4456.0,4200.0,3700.0,3725.0,3845.0,3695.0,4499.5,4449.5,4425.0,4300.0,4399.5,4381.0,4500.0,4500.0,4250.0,4200.0,4000.0,3900.0,4000.0,4000.0,4047.5,4000.0,4470.0,4427.5,4350.0,4325.0,4350.0,3995.0,4000.0,4113.0,4112.0,3900.0,4104.0,4022.5,4295.0,4900.0,4800.0,4800.0,4900.0,4850.0,4880.0,4900.0,4900.0
Borough Park,Brooklyn,neighborhood,,,,,,,,,,,1175.0,,,1225.0,1200.0,1150.0,1175.0,1200.0,1225.0,1300.0,,,1275.0,,,,,,1400.0,,1300.0,,,,,,,,,,,,,,,,1445.0,1300.0,1475.0,1700.0,1750.0,1800.0,1700.0,1695.0,1690.0,1700.0,1690.0,1525.0,1500.0,1500.0,1550.0,1595.0,1595.0,1724.5,1650.0,1600.0,1572.5,1550.0,1799.0,1800.0,1725.0,1750.0,1595.0,1650.0,1700.0,1750.0,1750.0,1900.0,1900.0,1900.0,2083.0,1850.0,1825.0,2025.0,2030.0,1995.0,1750.0,1795.0,1700.0,1750.0,1737.5,1795.0,1787.5,1897.0,1800.0,1650.0,1660.0,1637.5,1750.0,1700.0,1750.0,1850.0,1885.0,1825.0,1800.0,1900.0,1875.0,1700.0,1850.0,1862.5,1875.0,1900.0,1875.0,1850.0,1897.5,1995.0,1948.5,2100.0,1950.0,1900.0,1850.0,1972.5,2098.0,1800.0,1857.0,1700.0,1752.0,1850.0,1795.0,1795.0,1797.0,1795.0,1799.0,1700.0,1700.0,1849.0,1800.0,1800.0,1849.0,1900.0,1950.0,1875.0,1900.0,1650.0,1650.0,1862.5,1950.0,1995.0,2097.0,2195.0,2150.0,2200.0,2000.0,2195.0,1975.0,2000.0,2200.0,2000.0,2100.0,2034.5,2493.0,2200.0,2450.0,2500.0,2650.0,2395.0,2300.0,2400.0,2275.0,2525.0,2500.0,2612.5,2495.0,2495.0,2500.0,2699.5,2600.0,2300.0,2550.0,2450.0,2200.0,2205.5,2600.0,2625.0,2500.0,2500.0,2600.0,2497.5,2450.0,2700.0,2750.0,2700.0
Briarwood,Queens,neighborhood,,1325.0,,,,,,,,,,1425.0,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,1462.5,1450.0,1550.0,1550.0,1462.5,1550.0,1450.0,,1595.0,1550.0,1525.0,1597.5,1597.5,1597.5,1572.5,1595.0,1637.5,1637.5,1650.0,1675.0,1759.0,1662.5,1685.0,1650.0,1650.0,1695.0,1672.0,1712.5,1775.0,1755.0,1747.5,1699.5,1712.0,1700.0,1725.0,1700.0,1750.0,1725.0,1750.0,1800.0,1712.5,1750.0,1685.0,1655.0,1690.0,1685.0,1695.0,1650.0,1662.5,1700.0,1720.0,1700.0,1700.0,1712.5,1772.5,1700.0,1797.0,1849.0,1797.0,1795.0,1725.0,1797.5,1800.0,1720.0,1749.0,1750.0,1699.0,1750.0,1769.0,1750.0,1830.0,1775.0,1715.0,1795.0,1747.5,1750.0,1825.0,1757.0,1750.0,1875.0,1850.0,1850.0,1750.0,1795.0,1775.0,1786.0,1726.0,1700.0,1785.0,1795.0,1727.0,1750.0,1762.5,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1725.0,1797.5,1875.0,1850.0,1950.0,1895.0,1895.0,1850.0,1862.5,1900.0,1995.0,1925.0,1875.0,1875.0,1875.0,1922.5,1895.0,1880.0,1900.0,1985.0,2200.0,2000.0,1995.0,1995.0,1900.0,1900.0,1947.5,1912.5,2052.5,2050.0,1950.0,1950.0,2199.0,2100.0,2020.0,2045.0,1995.0,2050.0,2100.0,1995.0,2000.0,2000.0,2295.0,2285.0,2425.0,2350.0,2225.0,2300.0,2075.0,2025.0
Brighton Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,1311.0,1275.0,,1200.0,1350.0,1622.5,,1312.5,1300.0,,,,,,,1725.0,1612.5,1650.0,1662.5,1700.0,1700.0,1800.0,1900.0,2200.0,2300.0,1900.0,1775.0,1802.0,1813.5,1775.0,1800.0,2015.5,2150.0,2031.0,1985.0,2200.0,1784.0,2000.0,1900.0,2000.0,1850.0,1900.0,1900.0,1950.0,1800.0,1800.0,1637.5,1750.0,1812.5,1825.0,1997.5,2100.0,2200.0,1950.0,1962.5,1995.0,2247.5,2300.0,2000.0,1875.0,1950.0,1950.0,1949.5,1875.0,1875.0,1862.5,1925.0,1900.0,2000.0,2100.0,2300.0,2200.0,2100.0,2175.0,2150.0,2100.0,2150.0,2300.0,2100.0,2025.0,2075.0,2097.5,2000.0,2000.0,2012.5,2025.0,2000.0,2062.5,2125.0,2100.0,2099.0,2099.0,2049.5,2000.0,2099.5,2100.0,2185.0,2137.5,1950.0,1975.0,2098.0,2050.0,1995.0,1950.0,2050.0,2050.0,1897.5,1910.0,1935.0,2199.0,2149.0,2025.0,2047.0,2023.5,2200.0,2125.0,1995.0,1995.0,1975.0,1895.0,1750.0,1800.0,1850.0,1875.0,1862.5,1850.0,1947.5,2220.0,2200.0,2025.0,2195.0,2050.0,2050.0,2055.0,2075.0,2100.0,2250.0,2322.5,2350.0,2200.0,2400.0,2349.5,2450.0,2500.0,2500.0,2870.0,2795.0,2500.0,2500.0,2500.0,2497.5,2500.0,2500.0,2350.0,2450.0,2450.0,2500.0,2495.0,2500.0,2662.5,2873.5,2642.5,2300.0,2500.0,2475.0,2347.5,2400.0,2200.0,2300.0,2700.0,2511.5,2500.0,2481.0,2592.0,2400.0,2287.5,2250.0,2397.5,2658.0
Bronx,Bronx,borough,1600.0,1600.0,1508.0,1508.0,1600.0,1500.0,1529.0,1600.0,1600.0,1500.0,1600.0,1600.0,1595.0,1550.0,1600.0,1600.0,1497.5,1450.0,1562.5,1500.0,1362.5,1397.0,1399.0,1399.0,1400.0,1550.0,1500.0,1500.0,1475.0,1400.0,1499.0,1499.5,1400.0,1499.5,1600.0,1500.0,1412.5,1422.5,1475.0,1500.0,1575.0,1525.0,1490.0,1575.0,1550.0,1450.0,1499.0,1500.0,1499.0,1550.0,1600.0,1600.0,1600.0,1700.0,1550.0,1500.0,1475.0,1425.0,1450.0,1450.0,1450.0,1475.0,1500.0,1500.0,1499.0,1500.0,1500.0,1600.0,1600.0,1595.0,1600.0,1600.0,1600.0,1600.0,1550.0,1600.0,1635.0,1699.5,1700.0,1700.0,1699.0,1695.5,1650.0,1700.0,1677.5,1675.0,1750.0,1700.0,1725.0,1725.0,1750.0,1750.0,1750.0,1795.0,1787.0,1748.0,1787.0,1800.0,1850.0,1900.0,1900.0,1900.0,1895.0,1879.0,1900.0,1900.0,1849.0,1860.0,1899.5,1850.0,1875.0,1895.0,1895.0,1900.0,1907.5,1950.0,2000.0,1995.0,1950.0,1936.5,1950.0,1988.5,1999.0,2000.0,1999.0,1999.0,2000.0,1995.0,1995.0,1950.0,1925.0,1900.0,1925.0,1950.0,1935.0,1975.0,2000.0,2000.0,2050.0,2100.0,2050.0,2050.0,2100.0,2100.0,2095.0,2199.0,2200.0,2150.0,2250.0,2250.0,2300.0,2300.0,2299.0,2295.0,2295.0,2250.0,2250.0,2350.0,2300.0,2450.0,2500.0,2575.0,2575.0,2600.0,2650.0,2522.5,2550.0,2500.0,2600.0,2629.0,2650.0,2750.0,2900.0,2900.0,2861.5,2865.0,2900.0,2925.0,2857.5,2850.0,2875.0,2800.0,2880.0,3000.0,3026.0,3050.0,3000.0,3060.0,3060.0,3100.0,3124.5,3036.5
Bronxwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.5,,1250.0,,,,,,,,,,,,,,,,,,,1612.5,1507.5,1450.0,1450.0,1500.0,1537.5,1525.0,1525.0,1650.0,1500.0,1500.0,1600.0,1525.0,1475.0,1500.0,1500.0,1675.0,1575.0,1525.0,1512.5,1750.0,1550.0,1585.0,1575.0,1550.0,1610.0,1595.0,1700.0,1649.5,1597.5,1650.0,1625.0,1750.0,1895.0,1625.0,1750.0,2273.0,1950.0,1700.0,1695.0,1675.0,1645.0,,,,,,1700.0,1725.0,1647.5,1547.5,1622.5,1625.0,1545.0,1845.0,1602.5,1695.0,1672.5,1625.0,1669.0,1695.0,1649.5,1900.0,1685.0,1675.0,1800.0,1700.0,1975.0,1975.0,1950.0,1837.5,1775.0,1762.5,1725.0,1675.0,1674.5,1637.5,2000.0,1912.5,2149.5,1875.0,2150.0,2150.0,2075.0,2247.5,2300.0,,,2395.0,,,,1712.5,,,,,2171.5,2128.0,,,,,,,,,,,,,
Brooklyn,Brooklyn,borough,2200.0,2150.0,2150.0,2150.0,2200.0,2250.0,2300.0,2300.0,2400.0,2395.0,2200.0,2150.0,2100.0,2000.0,2100.0,2166.0,2200.0,2300.0,2350.0,2400.0,2450.0,2403.0,2400.0,2450.0,2462.5,2450.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2650.0,2600.0,2600.0,2700.0,2500.0,2500.0,2500.0,2500.0,2500.0,2600.0,2600.0,2700.0,2700.0,2600.0,2500.0,2550.0,2500.0,2500.0,2500.0,2535.0,2600.0,2600.0,2600.0,2600.0,2590.0,2500.0,2500.0,2500.0,2500.0,2550.0,2550.0,2550.0,2550.0,2581.0,2600.0,2650.0,2600.0,2550.0,2500.0,2500.0,2590.0,2550.0,2590.0,2600.0,2649.5,2650.0,2650.0,2650.0,2600.0,2599.0,2500.0,2500.0,2500.0,2500.0,2495.0,2500.0,2500.0,2550.0,2599.0,2615.0,2599.0,2500.0,2495.0,2450.0,2450.0,2450.0,2495.0,2500.0,2592.0,2600.0,2695.0,2680.0,2600.0,2550.0,2500.0,2500.0,2500.0,2500.0,2500.0,2595.0,2600.0,2650.0,2700.0,2700.0,2699.0,2682.0,2600.0,2599.0,2600.0,2650.0,2672.0,2700.0,2700.0,2699.0,2695.0,2600.0,2500.0,2461.0,2400.0,2400.0,2399.0,2399.0,2400.0,2400.0,2450.0,2500.0,2600.0,2650.0,2695.0,2600.0,2625.0,2689.5,2750.0,2800.0,2850.0,2950.0,3090.0,3200.0,3350.0,3399.0,3300.0,3200.0,3150.0,3100.0,3200.0,3199.5,3200.0,3300.0,3400.0,3445.0,3500.0,3500.0,3495.0,3399.0,3299.0,3299.0,3300.0,3339.0,3395.0,3490.0,3500.0,3514.0,3585.0,3600.0,3550.0,3500.0,3464.0,3400.0,3447.0,3499.0,3500.0,3600.0,3650.0,3750.0,3800.0,3850.0,3800.0,3775.0,3695.0,3650.0
Brooklyn Heights,Brooklyn,neighborhood,2350.0,2300.0,2400.0,2200.0,2400.0,2250.0,2600.0,2900.0,3200.0,3400.0,2620.5,2633.0,2600.0,3050.0,3200.0,3150.0,2450.0,2825.0,2925.0,3000.0,3000.0,2975.0,2875.0,2700.0,2750.0,2700.0,2700.0,2500.0,2925.0,3150.0,3325.0,3499.5,3200.0,3200.0,2950.0,2737.5,2787.5,3000.0,3272.5,2911.5,3100.0,3046.0,3450.0,3390.0,3332.0,3200.0,3077.5,3020.0,3000.0,2900.0,2985.0,3000.0,3000.0,2800.0,2830.0,3000.0,2875.0,2960.0,3000.0,2852.5,2725.0,2900.0,2970.0,3060.0,2950.0,2972.5,3150.0,3285.0,3155.0,3175.0,3177.5,2857.5,3057.5,3300.0,3195.0,3000.0,3155.0,3150.0,3100.0,3162.5,3300.0,3200.0,3150.0,3400.0,3400.0,3250.0,3200.0,3177.5,3000.0,3100.0,3035.0,2995.0,2999.5,3100.0,3000.0,3100.0,3200.0,3065.0,3000.0,2807.5,2979.0,3100.0,3200.0,3270.0,3450.0,3312.5,3225.0,3250.0,3140.0,3236.5,3500.0,3500.0,3362.0,3502.5,3400.0,3621.0,3635.5,3773.0,3650.0,3634.0,3750.0,3554.0,3526.0,3768.5,3459.0,3200.0,3250.0,2964.0,2968.5,2850.0,2800.0,2808.0,2799.0,2796.5,2700.0,2800.0,2950.0,2947.0,2971.0,3100.0,3500.0,3400.0,3400.0,3750.0,4162.0,4000.0,3750.0,3900.0,4003.0,4125.0,4187.0,4400.0,4850.0,4500.0,4825.0,4512.5,4300.0,4200.0,4182.0,3995.0,4182.0,4200.0,4114.0,4049.0,4500.0,4492.0,4500.0,4300.0,4700.0,4995.0,4545.0,4500.0,4500.0,4500.0,4475.0,4675.0,4782.5,4750.0,4395.0,4975.0,4625.0,4226.0,4695.0,4658.0,4500.0,4550.0,4995.0,4897.5,4600.0,4660.0,4430.0,4440.5
Brookville,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownsville,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,,,,,,,1425.0,1450.0,1450.0,1450.0,1450.0,1450.0,1400.0,1500.0,1400.0,1295.0,1400.0,,1225.0,1325.0,1350.0,1300.0,1300.0,1350.0,1375.0,1400.0,1350.0,1350.0,1500.0,1400.0,1300.0,1300.0,1355.0,1400.0,1500.0,1500.0,1500.0,1500.0,1600.0,1599.0,1500.0,1612.5,1600.0,1600.0,1607.5,1600.0,1500.0,1700.0,1650.0,1695.0,1695.0,1650.0,1650.0,1700.0,1750.0,1750.0,1700.0,1800.0,1750.0,1800.0,1800.0,1700.0,1700.0,1795.0,1750.0,1697.5,1699.5,1725.0,1800.0,1750.0,1795.0,1800.0,1850.0,1850.0,1875.0,1949.5,1925.0,1950.0,2100.0,2100.0,2100.0,1950.0,2100.0,2325.0,1997.0,1900.0,2050.0,2000.0,1972.5,2000.0,2000.0,1987.0,2000.0,1842.5,1868.0,1887.5,1950.0,2333.0,2314.0,1915.0,2200.0,2200.0,2000.0,1850.0,1995.0,1900.0,1900.0,1900.0,2099.5,2050.0,2054.0,2000.0,2000.0,1987.0,1860.0,1949.0,2100.0,2000.0,2125.0,2199.0,2172.5,2100.0,2147.5,2100.0,2199.0,2200.0,2200.0,2500.0,2200.0,2312.5,2500.0,2395.0,2200.0,2325.0,2400.0,2450.0,2500.0,2200.0,2265.0,2497.5,2525.0,2400.0,2500.0,2200.0,2200.0,2575.0,2800.0,2800.0,2795.0,2795.0,2697.5,2597.5,2500.0,2600.0,2500.0,2400.0,2797.0,2800.0,2985.0,2782.5,2397.5,2575.0
Bushwick,Brooklyn,neighborhood,1599.0,1475.0,1500.0,1875.0,1950.0,1525.0,1500.0,1500.0,1500.0,1500.0,1425.0,1500.0,1695.0,1695.0,1695.0,1700.0,1700.0,1600.0,1900.0,1925.0,1500.0,1725.0,1800.0,1775.0,1712.5,1737.5,1800.0,1857.5,1840.0,2000.0,2025.0,2000.0,2150.0,2025.0,2000.0,2099.0,2100.0,2150.0,2200.0,2400.0,2299.5,2100.0,2200.0,2400.0,2400.0,2400.0,2399.0,2325.0,2281.0,2267.0,2316.5,2400.0,2450.0,2499.0,2475.0,2500.0,2500.0,2400.0,2400.0,2385.0,2400.0,2499.0,2500.0,2500.0,2547.5,2550.0,2595.0,2600.0,2650.0,2600.0,2500.0,2495.0,2500.0,2650.0,2600.0,2595.0,2600.0,2658.0,2600.0,2600.0,2600.0,2500.0,2500.0,2484.0,2445.0,2450.0,2499.0,2550.0,2599.0,2600.0,2650.0,2650.0,2600.0,2500.0,2495.0,2450.0,2450.0,2492.0,2499.0,2550.0,2618.5,2699.0,2700.0,2695.0,2600.0,2571.0,2500.0,2470.0,2500.0,2549.0,2590.0,2650.0,2650.0,2625.0,2750.0,2800.0,2799.0,2799.0,2749.0,2650.0,2780.5,2800.0,2750.0,2650.0,2600.0,2571.0,2595.0,2500.0,2475.0,2399.0,2396.0,2350.0,2358.0,2399.0,2399.0,2400.0,2450.0,2500.0,2650.0,2800.0,2805.5,2800.0,2800.0,2800.0,2900.0,3000.0,3050.0,3150.0,3250.0,3300.0,3400.0,3450.0,3400.0,3200.0,3100.0,3100.0,3100.0,3200.0,3200.0,3250.0,3350.0,3350.0,3400.0,3400.0,3315.0,3299.5,3199.0,3099.0,3200.0,3300.0,3300.0,3400.0,3400.0,3495.0,3499.0,3499.0,3450.0,3350.0,3300.0,3250.0,3300.0,3399.0,3398.0,3495.0,3500.0,3500.0,3599.0,3600.0,3500.0,3499.0,3450.0,3450.0
Cambria Heights,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canarsie,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,1375.0,1400.0,1525.0,1450.0,,,,,,,,,,,,,,,,,,,,,,,1500.0,,1595.0,,,,,,,,1350.0,1400.0,1475.0,1350.0,,1800.0,1500.0,1800.0,1750.0,1500.0,1600.0,1700.0,1700.0,1800.0,1850.0,1850.0,1850.0,1850.0,1850.0,1800.0,1800.0,1800.0,1800.0,1799.0,1862.5,1800.0,1812.5,1800.0,1900.0,1837.5,1800.0,1825.0,2200.0,1850.0,1750.0,2025.0,2100.0,2100.0,2100.0,1825.0,1900.0,1900.0,1900.0,2075.0,2173.5,2100.0,2000.0,1999.0,2100.0,2199.5,2150.0,2250.0,2250.0,2250.0,2000.0,2000.0,2000.0,1990.0,2200.0,2000.0,2000.0,2100.0,2100.0,2100.0,1957.5,2100.0,2100.0,2100.0,2200.0,2200.0,2300.0,2299.0,2300.0,2200.0,2175.0,2200.0,2250.0,2300.0,2300.0,2176.5,2100.0,2250.0,2075.0,1950.0,1975.0,2195.0,2095.0,2050.0,2097.5,2200.0,2250.0,2399.0,2200.0,2200.0,2275.0,2350.0,2300.0,2250.0,2550.0,2350.0,2300.0,2400.0,2387.5,2300.0,2300.0,2400.0,2500.0,2599.5,2500.0,2600.0,2600.0,2450.0,2500.0,2500.0,2575.0,2450.0,2500.0,2600.0,2700.0,2900.0,2800.0,2795.0,2950.0,3000.0,2900.0,2995.0,2995.0,2887.5,2700.0,2700.0,2674.5,2850.0,2900.0,2700.0,3000.0,2750.0,3100.0,2738.5,3000.0,3000.0
